SAMPLE ID,SIO2,TIO2,AL2O3,MNO,MGO,CAO,NA2O,K2O,P2O5,class
D121388,80,0.82,8.1,0.02,0.5,0.1,0.4,1.6,0.11,Non-sand
D121398,64,0.9,16.9,0.05,1.5,0.4,0.6,2.6,0.15,Non-sand
D121400,62.9,0.68,13.4,0.11,3.3,3.7,0.7,3.4,0.15,Non-sand
D121401,74.9,0.85,11.8,0.03,1.1,0.41,0.1,2.6,0.14,Non-sand
D121405,71,1.1,15.5,0.03,0.91,0.23,0.16,3.8,0.11,Non-sand
D121406,73.5,0.64,8.8,0.03,2.4,2.4,0.55,2.1,0.04,Non-sand
D121407,36.4,0.61,9.8,0.09,5.8,18.3,0.26,1.8,0.12,Non-sand
D121424,67.8,0.65,15.3,0.04,1.5,0.2,0.22,2.5,0.03,Non-sand
D121425,46,0.41,6,0.07,2.2,19.9,0.6,1.2,0.05,Non-sand
D121430,60.9,0.94,17.3,0.03,1.6,0.4,0.6,3.1,0.15,Non-sand
D121431,67.3,0.17,3.8,0.04,4.5,8.1,0.3,0.6,0.56,Non-sand
D121434,76.5,0.67,12.1,0.07,0.92,0.27,0.18,2.2,0.05,Non-sand
D121435,59.2,1,17,0.07,2.6,3,0.1,3.7,0.08,Non-sand
D121436,46.4,0.65,11.3,0.1,7.1,8.8,0.22,2.9,0.16,Non-sand
D121441,75.3,0.78,12.7,0.07,0.8,0.2,1.1,1.8,0.13,Non-sand
D121454,64.5,0.27,5,0.03,5,8.7,0.7,1.1,0.05,Non-sand
D121458,62.8,0.65,13.4,0.1,3.5,3.9,0.3,3.4,0.05,Non-sand
D121459,81.8,0.69,7.3,0.07,0.7,0.7,1.2,1.5,0.02,Non-sand
D121470,63.9,0.48,10.8,0.08,3.4,4.8,0.4,2.7,0.06,Non-sand
D121482,75.4,0.9,10.7,0.05,1.1,0.1,0.1,1.6,0.03,Non-sand
D121483,64.2,0.26,4.7,0.03,4.9,7.8,0.5,0.9,0.04,Non-sand
D121484,77.4,0.92,12.9,0.05,0.6,0.3,0.4,1.8,0.03,Non-sand
D121501,45.2,0.37,6.3,0.08,7.6,15,0.3,1.3,0.04,Non-sand
D121502,66.2,0.75,14.4,0.05,1.7,2.3,0.1,2.3,0.04,Non-sand
D121503,72.6,0.3,5.5,0.05,3.5,5.6,1,1.2,0.06,Non-sand
D121506,64.2,0.5,10.8,0.08,3.4,4.9,0.5,2.5,0.05,Non-sand
D121509,59.8,1.2,18.2,0.08,2.2,0.3,0.2,3.6,0.05,Non-sand
D121511,79,0.75,10.1,0.05,0.63,0.15,1.1,1.9,0.15,Non-sand
D121512,66.2,0.9,15,0.13,1.1,0.5,1,1.8,0.09,Non-sand
D121517,57.3,0.42,6.1,0.02,4.8,12,0.61,1.5,0.08,Non-sand
D121519,70.9,0.82,14,0.05,1.4,0.3,0.1,2.5,0.09,Non-sand
D121523,60.6,0.95,17.7,0.06,1.5,0.6,0.4,3.1,0.17,Non-sand
D121537,49.2,0.63,11.5,0.18,5.8,9,0.13,2.4,0.12,Non-sand
D121540,64.9,1.2,19.8,0.1,0.8,0.4,0.35,3.3,0.05,Non-sand
D121542,59.8,1,19.3,0.06,1.7,0.4,0.55,3.6,0.14,Non-sand
D121544,66.9,0.92,14.2,0.09,1.7,1.4,1.6,2.4,0.22,Non-sand
D121547,81.3,0.75,8.7,0.06,0.7,0.3,0.2,1.9,0.02,Non-sand
D121550,61.1,1.2,21.2,0.06,1.3,0.2,0.3,3.4,0.03,Non-sand
D121554,72,1,13.9,0.06,0.6,0.3,0.1,3.8,0.14,Non-sand
D121555,57,0.98,20.3,0.02,1.9,0.6,0.9,4.5,0.21,Non-sand
D121562,59.5,1,19.5,0.02,1.5,0.3,0.55,3.9,0.14,Non-sand
D124180,82.2,0.82,9.2,0.05,0.52,0.65,0.57,1.2,0.04,Non-sand
D124182,75.3,0.64,7.1,0.09,0.55,4,0.12,1.9,0.07,Non-sand
D124183,75.9,0.87,10.8,0.05,0.83,0.59,0.6,1.7,0.07,Non-sand
D124184,55.7,0.72,11.5,0.05,1.4,10.6,0.75,2,0.09,Non-sand
D133284,53.7,0.14,5,0.13,1.8,17.2,0.2,3.3,0.21,Non-sand
D133517,69.5,0.55,13.4,0.14,1.4,1.3,2.4,3.1,0.14,Non-sand
D139041,35.1,0.28,5.7,0.02,9,18.7,0.11,1.3,0.07,Non-sand
D140270,76.9,0.91,11.4,0.04,0.73,0.1,0.62,2.7,0.02,Non-sand
D140272,81,0.73,8.3,0.04,0.55,0.75,0.14,1.8,0.04,Non-sand
D140273,73.4,1.5,12.4,0.05,0.98,0.21,0.73,2.5,0.02,Non-sand
D140274,55.4,0.77,12.6,0.03,1.4,9.6,0.72,2.9,0.06,Non-sand
D144202,38.1,0.31,4.9,0.03,3,26.3,0.06,1.2,0.04,Non-sand
D155194,66.7,0.57,14.2,0.11,4.5,0.64,4.2,1.2,0.09,Non-sand
D158433,37.5,0.61,13.8,0.04,1.7,19.8,0.23,1.9,0.11,Non-sand
D158446,58.4,0.15,22.2,0.06,1.8,0.31,0.24,3.5,0.04,Non-sand
D166606,60.6,1.1,17.2,0.12,2.1,0.62,0.9,1.5,0.25,Non-sand
D171871,64.8,0.57,8.7,0.03,4.4,5.6,0.08,1.8,0.13,Non-sand
D201010,23.1,0.19,3.6,0.02,13.3,22.5,0.04,1.2,0.07,Non-sand
D201209,62.9,0.92,16.4,0.02,0.12,0.18,0.16,13.3,0.18,Non-sand
D201210,62.5,1,15.7,0.01,0.12,0.55,0.08,13.4,0.04,Non-sand
D201211,64.7,0.88,15.9,0.02,0.11,0.3,0.1,13.8,0.05,Non-sand
D201212,57.3,1.3,16.2,0.1,0.21,0.34,0.09,13.5,0.18,Non-sand
D201213,58.2,1.1,15.5,0.06,0.86,1.2,0.07,12.4,0.11,Non-sand
D201214,56.4,1.1,16.5,0.01,0.3,0.23,0.1,13.4,0.2,Non-sand
D201215,64.1,0.76,14.7,0.02,0.8,1.3,0.08,11.9,0.12,Non-sand
D201217,68.1,1.2,13.4,0.01,0.11,0.2,0.03,11.1,0.05,Non-sand
D201219,62,0.66,15.2,0.1,2.3,0.18,0.23,8.8,0.13,Non-sand
D215054,75.1,0.55,9.13,0.15,1,1.19,0.4,1.45,0.1,Non-sand
D215063,45.9,0.45,9.38,0.2,3.3,7.14,0.3,1.68,0.2,Non-sand
D215120,58,0.63,12.8,0.1,2.3,4.87,0.5,2.41,0.2,Non-sand
D215133,58,0.58,11.2,0.08,2.4,6.47,0.7,2.12,0.2,Non-sand
D215236,55.8,0.6,13.3,0.11,2.4,4.82,0.5,2.23,0.2,Non-sand
D215326,74.4,0.55,9.03,0.15,1,1.19,0.3,1.45,0.1,Non-sand
D215335,67,0.66,14.9,0.04,1.2,1.71,1.6,3.65,0.1,Non-sand
D228513,65.6,0.61,12.2,0.06,2.2,2.34,0.7,2.36,0.3,Non-sand
D228514,59.7,0.65,15.1,0.17,2.2,2.07,0.4,2.52,0.2,Non-sand
D228517,60.7,0.49,11.2,0.06,3.9,5.97,0.8,2.73,0.1,Non-sand
D228523,55.1,0.48,11.3,0.03,4.5,7,0.5,2.69,0.1,Non-sand
D228524,61.2,0.63,14,0.12,2.2,2.27,0.6,2.48,0.2,Non-sand
D228530,58.3,0.47,11,0.04,4.5,6.13,0.5,2.56,0.2,Non-sand
D228531,56.9,0.5,12.4,0.08,4.2,5.49,0.8,3.18,0.1,Non-sand
D228533,57.4,0.46,10.8,0.05,4.5,6.31,0.5,2.51,0.2,Non-sand
D228534,65.4,0.47,10.1,0.04,3.2,5.81,0.8,2.41,0.1,Non-sand
D228535,61.4,0.64,13.9,0.12,2.2,2.25,0.6,2.49,0.2,Non-sand
D228538,60.5,0.48,11.1,0.06,4,5.9,0.8,2.7,0.2,Non-sand
D228539,60.4,0.47,11,0.05,3.9,5.81,0.8,2.65,0.1,Non-sand
D228540,61.7,0.64,14.1,0.11,2.4,2.08,0.6,2.5,0.2,Non-sand
D229181,57.6,0.28,15.2,0.18,2.3,1.28,2.3,2.2,0.1,Non-sand
D239868,63.8,0.56,12.7,0.05,2.29,4.56,1.88,1.95,0.18,Non-sand
D239871,66,0.48,9.25,0.04,2.87,6.07,1.23,1.97,0.14,Non-sand
D239874,62.2,0.56,12.4,0.05,2.9,4.88,1.48,1.93,0.19,Non-sand
D239880,66.6,0.56,10.7,0.04,2.39,4.92,1.42,2.14,0.16,Non-sand
D239887,66,0.48,9.16,0.04,2.9,6.2,1.23,1.98,0.15,Non-sand
D239889,60.3,0.68,13.9,0.08,2.78,4.39,1.59,2.24,0.21,Non-sand
D239890,62.2,0.58,12.1,0.05,2.73,4.85,1.54,1.99,0.19,Non-sand
D239891,59.8,0.66,13.2,0.08,2.67,4.78,1.71,2.16,0.21,Non-sand
D239894,56.6,0.47,9.6,0.11,3.59,7.57,0.87,2.1,0.17,Non-sand
D239897,57.8,0.5,9.97,0.05,4.12,8.37,1,2.02,0.16,Non-sand
D239901,57.2,0.63,12.7,0.08,2.93,5.71,1.08,2.13,0.2,Non-sand
D239906,60.3,0.7,13.9,0.06,2.66,4.09,1.69,2.24,0.22,Non-sand
D239910,54.2,0.71,15,0.14,3.11,4.89,1.15,2.92,0.22,Non-sand
D239917,56.3,0.47,10.1,0.07,3.85,7.71,0.84,2.3,0.19,Non-sand
D239932,60.7,0.59,12.5,0.05,2.77,5.09,1.58,2.13,0.18,Non-sand
D239936,63.9,0.54,12.7,0.05,2.27,4.57,1.89,1.96,0.17,Non-sand
D239938,62,0.66,13.5,0.04,2.86,3.91,1.65,2.48,0.19,Non-sand
D239942,63.2,0.6,12.7,0.05,2.49,4.48,1.65,2.07,0.19,Non-sand
D239947,63.8,0.58,12.1,0.02,3.09,4.37,1.39,2.02,0.19,Non-sand
D239950,62.8,0.58,12.5,0.05,2.62,4.83,1.74,1.97,0.19,Non-sand
D239960,63.7,0.61,14.4,0.03,2.64,2.52,1.62,1.98,0.2,Non-sand
D239963,58.3,0.48,9.86,0.04,4.16,8.34,1.01,2.04,0.16,Non-sand
D239977,62.8,0.6,12.7,0.05,2.55,4.5,1.69,2.07,0.2,Non-sand
D239992,63.2,0.71,15.1,0.03,2.53,2.14,1.79,2.59,0.19,Non-sand
D239994,66,0.55,10.1,0.04,2.75,5.38,1.32,2.14,0.17,Non-sand
D239996,59.3,0.59,11.8,0.05,3.25,5.96,1.46,2.14,0.18,Non-sand
D240000,57.6,0.5,9.98,0.02,4.34,8.21,1.01,2.05,0.16,Non-sand
D240009,59.6,0.66,13.1,0.08,2.8,4.78,1.74,2.17,0.22,Non-sand
D240013,60.3,0.4,8.55,0.03,4.36,8.37,1.07,2.26,0.12,Non-sand
D240014,67.3,0.52,12.1,0.03,2.26,3.63,1.91,1.98,0.17,Non-sand
D240016,58.9,0.65,13.1,0.08,2.92,4.7,1.65,2.19,0.21,Non-sand
D245746,74.5,0.29,12.5,0.05,2.85,0.09,1.26,3.66,0.06,Non-sand
D245747,73.5,0.41,10.4,0.02,1.73,2.4,2.21,2.2,0.06,Non-sand
D245748,60.6,0.52,13,0.04,2.83,5.2,0.89,3.9,0.11,Non-sand
D245750,69.4,0.55,14.2,0.03,1.79,0.08,1.98,3.3,0.05,Non-sand
D245751,72,0.46,12.7,0.04,2.84,0.19,1.06,3.65,0.08,Non-sand
D245756,71.2,0.46,13.4,0.03,2.5,0.23,1.77,3.26,0.07,Non-sand
D245757,61.8,0.49,12.3,0.04,4.94,3.41,1.05,3.8,0.1,Non-sand
D245758,78.2,0.33,9.5,0.03,1.81,1.32,1.46,2.53,0.16,Non-sand
D245759,67.2,0.58,15,0.06,2.4,0.16,1.29,4.82,0.09,Non-sand
D245761,68.4,0.45,11.8,0.07,3.76,1.39,1.43,3.27,0.09,Non-sand
D245762,69.2,0.64,16,0.03,1.45,0.39,1.53,4.3,0.11,Non-sand
D245763,69.1,0.47,13.1,0.03,3.05,0.96,1.36,3.41,0.06,Non-sand
D245773,71.3,0.49,13.2,0.05,2.83,0.62,1.87,2.87,0.08,Non-sand
D245774,72.6,0.51,12.5,0.03,2.32,0.32,1.96,2.99,0.08,Non-sand
D245776,61.7,0.52,14,0.13,4.73,2.08,0.87,4.43,0.13,Non-sand
D245777,71.8,0.38,11.3,0.05,2.77,1.66,1.74,3.15,0.17,Non-sand
D245778,63.8,0.58,13.6,0.07,2.18,3.77,1.37,4.01,0.14,Non-sand
D245781,62.4,0.53,14.6,0.05,4.4,2.06,0.74,4.33,0.12,Non-sand
D245784,64.2,0.55,14.1,0.02,3.57,2.25,1.62,3.66,0.12,Non-sand
D245786,67.2,0.48,13.3,0.2,2.58,2.42,2.11,3.64,0.11,Non-sand
D245787,63.6,0.37,10.7,0.61,2.44,7.25,2.12,2.7,0.08,Non-sand
D245794,64.4,0.57,15.4,0.11,3.77,0.4,1.18,4.48,0.17,Non-sand
D245800,74.3,0.31,7.61,0.17,1.04,5.59,2.35,1.15,0.12,Non-sand
D245805,60.9,0.5,13.1,0.14,2.54,5.13,1.47,3.77,0.13,Non-sand
D245815,61.6,0.71,17.8,0.04,2.45,0.18,1.51,5.65,0.14,Non-sand
D245819,73.2,0.43,11.2,0.06,2.36,1.33,1.81,2.79,0.1,Non-sand
D245829,60.1,0.56,12.7,0.05,3.24,5.89,1.18,3.47,0.13,Non-sand
D245831,63.2,0.64,16.6,0.05,3.19,0.54,1.08,5.43,0.23,Non-sand
D245832,60.2,0.5,15.2,0.03,4.75,1.37,0.43,4.75,0.12,Non-sand
D245835,56.5,0.47,14.3,0.14,3.1,6.56,1.15,4.04,0.12,Non-sand
D245839,70.3,0.54,14,0.02,1.43,0.21,1.76,4.32,0.14,Non-sand
D245840,59.2,0.51,12.6,0.07,3.4,6.26,0.76,3.45,0.12,Non-sand
D245847,68.3,0.56,14.3,0.02,3.98,0.36,2.21,3.03,0.13,Non-sand
D245850,69.7,0.58,14.2,0.03,1.84,0.08,1.97,3.39,0.08,Non-sand
D245851,65.6,0.58,15.7,0.11,2.07,0.62,1.21,4.93,0.23,Non-sand
D245860,62.9,0.52,13.2,0.07,3.07,4.62,1.54,3.03,0.12,Non-sand
D245909,85.1,0.23,7.11,0.06,0.62,0.55,2.39,1.07,0.05,Non-sand
D245861,58.6,0.54,14.1,0.15,4.99,3.61,1.06,4.39,0.11,Non-sand
D245863,63.2,0.6,16.6,0.02,3.27,0.17,0.29,7.49,0.14,Non-sand
D245865,59.6,0.53,13.1,0.08,5.58,3.77,0.87,3.88,0.12,Non-sand
D245867,67.2,0.58,15,0.06,2.45,0.15,1.24,4.83,0.11,Non-sand
D245869,64.2,0.5,12.2,0.07,2.85,4.61,1.85,3.04,0.12,Non-sand
D245871,52.2,0.32,6.1,0.1,7.26,11.8,0.69,1.82,0.08,Non-sand
D245873,57.1,0.5,12.3,0.07,5.42,5.02,0.61,3.56,0.1,Non-sand
D245879,51.6,0.33,8.1,0.11,7.77,9.44,0.88,2.67,0.1,Non-sand
D245880,69.1,0.49,15.7,0.04,2.56,0.13,1.57,4.49,0.09,Non-sand
D245884,61.9,0.54,14.8,0.04,4.42,2.01,0.67,4.31,0.12,Non-sand
D245886,61.6,0.55,12.4,0.1,4.91,3.76,1.19,3.23,0.11,Non-sand
D245891,52.4,0.35,6.02,0.1,7.31,11.9,0.73,1.83,0.09,Non-sand
D245894,76.8,0.36,11.1,0.03,1.75,0.13,2.45,2.35,0.1,Non-sand
D245896,77.3,0.41,10.6,0.04,1.72,0.29,2.46,2.59,0.11,Non-sand
D245897,57.2,0.55,15.7,0.13,4.04,2.98,0.57,5.86,0.09,Non-sand
D245898,60.3,0.52,13.4,0.08,5.01,2.86,0.38,4.99,0.12,Non-sand
D245900,68.9,0.49,14.1,0.07,2.99,0.34,1.2,4.35,0.08,Non-sand
D245905,70.5,0.53,13.7,0.08,2.72,0.23,1.83,4.66,0.09,Non-sand
D245907,59.3,0.59,16.1,0.14,4.47,1.37,0.81,5.53,0.14,Non-sand
D245923,76.3,0.36,11,0.05,1.64,0.33,2.17,2.97,0.05,Non-sand
D245925,62.8,0.46,11.4,0.09,2.54,6.18,1.56,3.11,0.13,Non-sand
D245926,57.4,0.44,11.7,0.16,1.91,9.86,2.17,2.87,0.12,Non-sand
D245927,72.7,0.46,12.5,0.03,2.15,0.4,1.57,3.29,0.12,Non-sand
D245951,71,0.43,11.5,0.07,1.81,2.31,2.49,2.4,0.11,Non-sand
D245961,61.6,0.53,12.6,0.17,5.03,3.8,1.33,3.11,0.12,Non-sand
D245962,68,0.51,14.6,0.07,2.98,0.24,1.44,4.57,0.13,Non-sand
D245967,61.6,0.56,13.4,0.06,4.54,2.61,1.33,3.76,0.13,Non-sand
D245970,71.3,0.56,13.1,0.06,2.21,0.47,1.82,4.1,0.12,Non-sand
D245977,73.2,0.45,12,0.03,1.55,1.23,2.69,2.58,0.11,Non-sand
D245982,62.1,0.59,16,0.13,4.39,0.76,1.11,4.76,0.13,Non-sand
D245984,71.4,0.42,12.6,0.04,2.43,1.25,2.76,2.42,0.11,Non-sand
D245986,80.3,0.37,8.58,0.02,1.64,0.76,1.92,1.75,0.08,Non-sand
D245990,66.5,0.52,14.6,0.06,2.16,1.58,0.78,4.2,0.12,Non-sand
D245994,80.3,0.24,8.73,0.06,1.39,0.9,1.75,2.09,0.06,Non-sand
D245996,66.1,0.48,14.1,0.16,3.28,1.64,1.29,4.2,0.11,Non-sand
D245997,67.8,0.57,14.3,0.08,2.57,0.49,1.33,4.57,0.14,Non-sand
D246006,64.2,0.51,13,0.05,2.99,4.39,1,3.76,0.11,Non-sand
D246010,61.8,0.58,14.8,0.11,4.78,1.62,0.75,4.91,0.12,Non-sand
D246022,60.4,0.51,13.3,0.14,4.74,2.77,0.8,4.1,0.11,Non-sand
D246024,69.9,0.52,13.4,0.08,2.98,0.27,1.65,3.62,0.12,Non-sand
D249120,41.7,0.24,6.76,0.11,9.61,13.9,0.71,2.21,0.08,Non-sand
D253747,63.8,0.65,14.2,0.19,1.5,2.73,1.7,3.56,0.19,Non-sand
D253748,79.3,0.34,8.8,0.03,1.04,0.12,2.3,0.91,0.07,Non-sand
D253763,66.9,0.53,14.7,0.04,1.62,0.21,2.46,3.44,0.15,Non-sand
D253892,49.2,0.6,12.7,0.05,2.59,10,1.89,2.67,0.73,Non-sand
D253902,60.4,0.6,12.5,0.03,2.61,3.97,2.02,2.47,0.55,Non-sand
D255297,45.2,0.8,19.9,0.02,5.74,0.53,0.6,5.11,0.18,Non-sand
D257733,34.1,0.22,3.59,0.07,2.1,29.1,0.5,0.68,0.08,Non-sand
D260789,61.6,0.5,13,0.05,2.46,4.27,1.32,2.36,0.17,Non-sand
D261631,51.3,1.26,16.1,0.17,3.86,6.32,3.68,2.15,0.4,Non-sand
D261906,56.3,0.54,7.52,0.03,6.3,9.23,0.16,2.33,0.08,Non-sand
D261913,52.8,0.51,7.83,0.03,6.72,9.82,0.18,2.22,0.09,Non-sand
D261923,68.7,0.58,7.71,0.02,3.59,4.94,0.16,2.88,0.08,Non-sand
D264741,65.3,0.66,10.3,0.03,3.62,4.86,0.15,3.11,0.17,Non-sand
D266206,52.6,0.36,12.9,0.06,2.58,6.4,4.57,2.61,0.14,Non-sand
D266228,63.8,0.36,7.35,0.12,1.44,8.99,2.45,1.13,0.13,Non-sand
D266252,58.3,0.51,9.49,0.07,2.37,8.9,2.61,1.58,0.17,Non-sand
D269012,73.6,0.36,12.2,0.08,1.9,0.82,3.09,2.38,0.09,Non-sand
D291121,63.9,0.7,13.4,0.08,4.04,0.85,3.32,2.44,0.24,Non-sand
D291161,65.6,0.82,16.1,0.02,2.52,0.51,0.45,2.54,0.24,Non-sand
D291189,20.5,0.29,6.84,0.67,1.6,35.3,0.64,0.64,2.1,Non-sand
D291601,59,0.83,15.7,0.26,4.33,2.47,2.05,1.34,0.11,Non-sand
D291603,70,0.53,13.2,0.02,1.72,0.21,0.21,1.92,0.07,Non-sand
D291604,67.2,0.68,15,0.1,2.74,0.15,1.05,1.21,0.1,Non-sand
D291606,61.9,0.59,16.3,0.11,3.22,1.24,2.27,2.68,0.05,Non-sand
D291607,74.8,0.3,11.8,0.06,1.03,0.04,4.46,0.2,0.06,Non-sand
D291612,68.3,0.51,15.4,0.07,1.65,1.1,3.49,1.87,0.12,Non-sand
D293001,64,0.55,12.6,0.1,5.22,3.16,2.18,1.49,0.11,Non-sand
D293002,66.4,0.73,14.4,0.03,2.38,1.32,1.09,2.65,0.23,Non-sand
D320151,88.7,0.31,2.73,0.03,0.45,0.16,0.33,0.35,0.23,Non-sand
D320155,77.5,0.52,10.1,0.04,0.9,0.23,2.47,0.87,0.16,Non-sand
D320156,69.4,0.42,9.03,2.38,0.33,2.9,3.75,0.73,2.04,Non-sand
D320157,68.3,0.74,13.9,0.04,2.07,0.52,1.44,2.55,0.32,Non-sand
D320160,76.9,0.53,8.62,0.02,2.48,0.96,1.25,1.4,0.27,Non-sand
D320161,36.1,0.45,7.16,0.17,1.97,26.5,1.32,1,0.51,Non-sand
D320167,63.6,0.82,13.8,0.23,3.8,0.43,1.89,1.92,0.25,Non-sand
D325550,39.3,2.69,14.2,0.84,6.37,3.73,3.46,2.19,0.35,Non-sand
D325555,62.7,0.58,11.8,0.27,5.48,0.97,2.07,2.22,0.13,Non-sand
D373649,47.5,3.43,15.3,0.67,1.54,1.79,3.05,6.31,0.88,Non-sand
D387858,69,0.76,13.3,0.04,1.86,0.13,0.89,2.38,0.15,Non-sand
D387859,58.4,0.78,15,0.07,2.19,3.07,0.38,3.34,0.22,Non-sand
D387863,55.4,0.94,17.3,0.05,1.82,1.78,0.74,3.94,0.19,Non-sand
D387864,58.4,0.82,17,0.06,1.93,2.02,0.21,3.77,0.27,Non-sand
D387867,56.7,0.86,16.2,0.05,1.73,2.03,0.64,3.88,0.19,Non-sand
D387869,63.6,0.78,15.9,0.12,1.13,0.85,0.33,3.12,0.22,Non-sand
D387870,56.5,0.96,16.5,0.07,2.21,2.74,0.53,3.31,0.2,Non-sand
D387875,65.5,0.81,14.8,0.05,1.97,0.07,0.76,2.8,0.11,Non-sand
D387879,57.1,0.85,15.8,0.06,2.1,2.87,0.52,3.46,0.21,Non-sand
D387885,69.4,0.72,13,0.05,1.77,0.16,0.87,2.4,0.2,Non-sand
D387888,57.9,0.82,16.8,0.06,1.89,1.96,0.22,3.71,0.26,Non-sand
D387891,58.2,0.88,16.2,0.07,1.94,2.27,0.81,3.23,0.2,Non-sand
D387894,59.9,0.85,16.3,0.12,1.27,1.52,0.26,3.1,0.22,Non-sand
D387896,63.6,0.75,15.7,0.04,2.5,0.08,0.87,2.54,0.16,Non-sand
D387897,68.6,0.75,13.3,0.06,1.96,0.11,0.88,2.12,0.16,Non-sand
D387900,62.2,0.85,16.2,0.05,2.69,0.11,1.14,2.73,0.17,Non-sand
D387902,62,0.72,11.1,0.54,1.25,0.1,0.77,1.78,0.29,Non-sand
D387903,65.1,0.89,14.3,0.14,2.39,0.13,0.91,2.35,0.2,Non-sand
D387904,76.4,0.8,9.58,0.04,1.37,0.3,1,1.48,0.24,Non-sand
D387906,67.5,0.75,13.7,0.04,2.48,0.11,0.81,2.78,0.16,Non-sand
D387914,69.2,0.77,12.7,0.05,2.43,0.15,1.07,2.78,0.16,Non-sand
D387918,67,0.79,13.7,0.04,2.6,0.1,0.72,2.95,0.13,Non-sand
D387919,69.9,0.74,12.4,0.03,2.64,0.16,1.17,2.11,0.17,Non-sand
D387921,68.2,0.75,13.5,0.04,2.48,0.15,0.98,2.71,0.17,Non-sand
D387922,66.5,0.83,13.8,0.04,2.94,0.14,1.05,2.5,0.15,Non-sand
D387924,67,0.8,13.6,0.05,2.64,0.16,0.99,2.86,0.18,Non-sand
D387927,62.7,0.78,16,0.04,2.49,0.09,0.81,2.64,0.16,Non-sand
D387931,60.7,0.72,14.7,0.27,3,0.46,1.03,2.16,0.42,Non-sand
D387932,63.1,0.93,16.9,0.19,1.85,0.32,0.89,3.53,0.28,Non-sand
D387934,69,0.73,13.4,0.17,1.59,0.32,1.14,2.54,0.25,Non-sand
D387935,73.7,0.75,11.3,0.04,1.47,0.21,0.92,1.89,0.22,Non-sand
D387937,63.1,0.87,16.5,0.08,2.28,0.32,1.03,3.33,0.3,Non-sand
D387940,58.2,1.01,18.8,0.07,2.36,0.29,0.81,4.12,0.31,Non-sand
D387942,61.1,0.83,15.9,0.16,2.45,0.07,0.76,2.78,0.17,Non-sand
D387944,63,0.87,16.6,0.04,2.05,0.32,1.1,3.27,0.32,Non-sand
D387945,69.5,0.87,13.3,0.07,1.7,0.13,0.81,2.1,0.2,Non-sand
D387949,62.3,0.75,14.6,0.36,2.23,0.08,0.78,2.49,0.19,Non-sand
D387951,63,0.86,16.3,0.09,2.27,0.38,1.09,3.4,0.3,Non-sand
D389530,72.3,0.67,10.6,0.01,1.56,1.72,0.17,3.48,0.15,Non-sand
D389537,36,0.59,12.9,0.05,8.77,11.1,0.16,3.78,0.1,Non-sand
D391841,45.4,2.15,11.9,0.05,2.39,7.15,0.8,1.73,4.03,Non-sand
D501239,55.9,1.04,15.1,0.03,1.82,3.24,1.57,1.13,0.17,Non-sand
D510209,55.6,0.3,3.98,0.01,2.69,11,0.47,1.33,0.08,Non-sand
D516155,66.7,0.73,14.7,0.1,2.62,0.59,1.76,2.42,0.26,Non-sand
D516183,65.9,0.9,15.9,0.33,2.06,0.45,1.24,3.29,0.15,Non-sand
D516190,62.3,0.71,16.2,0.02,1.31,0.04,1.18,3.32,1,Non-sand
D522569,66.4,0.7,14.2,0.03,1.78,0.12,0.61,3.2,0.1,Non-sand
D522570,66.9,0.68,13.6,0.2,1.5,0.16,0.64,3.28,0.14,Non-sand
D522571,59.9,0.93,16.3,0.07,4.38,0.42,3.12,1.82,0.2,Non-sand
D522573,57.6,0.97,19.7,0.06,1.82,0.8,0.41,4.21,0.55,Non-sand
D522581,57.8,0.44,9.81,0.23,2.52,9.54,2.38,1.8,0.22,Non-sand
D523240,38.6,0.27,7.79,0.34,1.05,25.5,1.09,1.28,0.11,Non-sand
D530720,62,0.41,12.9,0.06,1.3,3.88,2.52,3.56,0.27,Non-sand
D530721,64.8,0.44,13.5,0.06,1.5,2.46,2.19,4.17,0.18,Non-sand
D530726,59.7,0.32,12.2,0.1,0.77,7.04,2.71,3.1,0.14,Non-sand
D530730,62,0.43,13.6,0.13,0.98,5.22,3.11,3.48,0.2,Non-sand
D530732,64.7,0.4,14.7,0.07,1,2.46,3.55,3.51,0.16,Non-sand
D530733,65.7,0.39,14.3,0.06,0.93,2.59,3.33,3.59,0.16,Non-sand
D530734,64.4,0.39,13.7,0.09,0.92,3.88,2.19,5.56,0.17,Non-sand
D530735,56.6,0.38,12.5,0.22,0.94,9.87,2.53,4.04,0.17,Non-sand
D530736,60.8,0.44,15.1,0.1,1.25,4.45,3.38,3.59,0.17,Non-sand
D530737,58.4,0.35,12.6,0.15,1.22,8,2.75,3.19,0.16,Non-sand
D530738,63.3,0.41,14.6,0.08,1.18,3.72,3.35,3.57,0.18,Non-sand
D530739,64.1,0.39,13.2,0.1,0.85,5.41,2.66,4.84,0.17,Non-sand
D530740,63,0.44,14.8,0.07,1.17,4.23,3.07,4.73,0.19,Non-sand
D530741,64.3,0.45,15,0.06,1.06,3.77,3.07,4.54,0.18,Non-sand
D530742,60.8,0.4,13.6,0.12,1.25,6.2,2.59,3.67,0.18,Non-sand
D538342,63.2,0.58,15.7,0.31,3.46,0.96,1.98,1.3,0.09,Non-sand
D538343,59,0.55,10.4,0.07,2.49,9.1,1.19,1.97,0.23,Non-sand
D538374,66.8,0.63,14.1,0.15,1.42,0.27,1.97,2.43,0.1,Non-sand
D539473,71.7,0.75,11.4,0.02,1.41,1.91,0.34,2.7,0.1,Non-sand
